trade_date,security_code,security_name,primary_exchange,refinitiv_code,isin_code,currency,open,high,low,close,volume
18/6/2020,205491,JLEN ENVIRONMENTAL,LON,274938,GG00BJL5FH87,GBP,1.1850004,1.1999997,1.1707879,1.1949997,790885
19/6/2020,205491,JLEN ENVIRONMENTAL,LON,274938,GG00BJL5FH87,GBP,1.1850004,1.2049999,1.1750002,1.1800004,9553496
22/6/2020,205491,JLEN ENVIRONMENTAL,LON,274938,GG00BJL5FH87,GBP,1.1649999,1.2049999,1.1649999,1.1999997,709952
23/6/2020,205491,JLEN ENVIRONMENTAL,LON,274938,GG00BJL5FH87,GBP,1.2049999,1.2049999,1.18365,1.1949997,1655571
24/6/2020,205491,JLEN ENVIRONMENTAL,LON,274938,GG00BJL5FH87,GBP,1.1800004,1.1999997,1.1800004,1.1850004,294383
25/6/2020,205491,JLEN ENVIRONMENTAL,LON,274938,GG00BJL5FH87,GBP,1.1800004,1.1849994,1.1549997,1.1649999,853017
26/6/2020,205491,JLEN ENVIRONMENTAL,LON,274938,GG00BJL5FH87,GBP,1.1750002,1.1999997,1.1639748,1.1999997,1772465
29/6/2020,205491,JLEN ENVIRONMENTAL,LON,274938,GG00BJL5FH87,GBP,1.1949997,1.1949997,1.1750002,1.1899996,441228
30/6/2020,205491,JLEN ENVIRONMENTAL,LON,274938,GG00BJL5FH87,GBP,1.1949997,1.1949997,1.1800004,1.1800004,1408924
1/7/2020,205491,JLEN ENVIRONMENTAL,LON,274938,GG00BJL5FH87,GBP,1.1800004,1.21,1.1800004,1.1949997,386279
2/7/2020,205491,JLEN ENVIRONMENTAL,LON,274938,GG00BJL5FH87,GBP,1.1949997,1.1999997,1.1850004,1.1899996,832927
3/7/2020,205491,JLEN ENVIRONMENTAL,LON,274938,GG00BJL5FH87,GBP,1.1949997,1.1949997,1.1899996,1.1899996,253553
6/7/2020,205491,JLEN ENVIRONMENTAL,LON,274938,GG00BJL5FH87,GBP,1.1999997,1.21,1.1844349,1.1949997,925734
7/7/2020,205491,JLEN ENVIRONMENTAL,LON,274938,GG00BJL5FH87,GBP,1.1949997,1.1999997,1.1827602,1.1949997,630293
8/7/2020,205491,JLEN ENVIRONMENTAL,LON,274938,GG00BJL5FH87,GBP,1.1850004,1.1999703,1.1850004,1.1899996,365059
9/7/2020,205491,JLEN ENVIRONMENTAL,LON,274938,GG00BJL5FH87,GBP,1.1949997,1.1999997,1.1899996,1.1899996,1165201
10/7/2020,205491,JLEN ENVIRONMENTAL,LON,274938,GG00BJL5FH87,GBP,1.1800004,1.2150002,1.1800004,1.2049999,409053
13/7/2020,205491,JLEN ENVIRONMENTAL,LON,274938,GG00BJL5FH87,GBP,1.2200002,1.2250004,1.1999997,1.2200002,457462
14/7/2020,205491,JLEN ENVIRONMENTAL,LON,274938,GG00BJL5FH87,GBP,1.21,1.2200002,1.1999997,1.2200002,341806
15/7/2020,205491,JLEN ENVIRONMENTAL,LON,274938,GG00BJL5FH87,GBP,1.2150002,1.2399997,1.2043505,1.2250004,552814
16/7/2020,205491,JLEN ENVIRONMENTAL,LON,274938,GG00BJL5FH87,GBP,1.2200002,1.2244501,1.2049999,1.2150002,517149
17/7/2020,205491,JLEN ENVIRONMENTAL,LON,274938,GG00BJL5FH87,GBP,1.1949997,1.2150002,1.1949997,1.2049999,624170
20/7/2020,205491,JLEN ENVIRONMENTAL,LON,274938,GG00BJL5FH87,GBP,1.21,1.2150002,1.1949997,1.2150002,479857
21/7/2020,205491,JLEN ENVIRONMENTAL,LON,274938,GG00BJL5FH87,GBP,1.21,1.2200002,1.2049999,1.2200002,292778
22/7/2020,205491,JLEN ENVIRONMENTAL,LON,274938,GG00BJL5FH87,GBP,1.2150002,1.2200002,1.1899996,1.1899996,317433
23/7/2020,205491,JLEN ENVIRONMENTAL,LON,274938,GG00BJL5FH87,GBP,1.1949997,1.21,1.1880398,1.1999997,1039492
13/5/2020,10272,JPMORGAN INDIAN IT.,LON,48609,GB0003450359,GBP,4.9799976,5.09,4.9799976,5.0299976,177608
14/5/2020,10272,JPMORGAN INDIAN IT.,LON,48609,GB0003450359,GBP,4.9549976,5.05,4.84,4.92,174031
15/5/2020,10272,JPMORGAN INDIAN IT.,LON,48609,GB0003450359,GBP,4.9049976,4.9355494,4.8999976,4.92,75504
18/5/2020,10272,JPMORGAN INDIAN IT.,LON,48609,GB0003450359,GBP,4.97,4.975,4.8,4.975,182975
19/5/2020,10272,JPMORGAN INDIAN IT.,LON,48609,GB0003450359,GBP,5.0799976,5.0799976,4.7849976,4.8249976,120400
20/5/2020,10272,JPMORGAN INDIAN IT.,LON,48609,GB0003450359,GBP,4.85,4.965,4.8312989,4.895,146944
21/5/2020,10272,JPMORGAN INDIAN IT.,LON,48609,GB0003450359,GBP,4.88,4.9799976,4.85,4.85,168497
22/5/2020,10272,JPMORGAN INDIAN IT.,LON,48609,GB0003450359,GBP,4.85,4.89,4.7502027,4.8699976,125715
26/5/2020,10272,JPMORGAN INDIAN IT.,LON,48609,GB0003450359,GBP,4.89,5,4.8599976,4.8999976,166357
27/5/2020,10272,JPMORGAN INDIAN IT.,LON,48609,GB0003450359,GBP,5,5.02,4.8999976,4.9799976,377116
28/5/2020,10272,JPMORGAN INDIAN IT.,LON,48609,GB0003450359,GBP,4.965,5.1611988,4.965,5.1599976,222271
29/5/2020,10272,JPMORGAN INDIAN IT.,LON,48609,GB0003450359,GBP,5.1,5.1674732,5.0699976,5.0799976,124993
1/6/2020,10272,JPMORGAN INDIAN IT.,LON,48609,GB0003450359,GBP,5.18,5.3,5.18,5.25,148278
2/6/2020,10272,JPMORGAN INDIAN IT.,LON,48609,GB0003450359,GBP,5.22,5.3299976,5.22,5.2799976,135423
3/6/2020,10272,JPMORGAN INDIAN IT.,LON,48609,GB0003450359,GBP,5.3599976,5.4399976,5.31,5.43,189249
4/6/2020,10272,JPMORGAN INDIAN IT.,LON,48609,GB0003450359,GBP,5.3,5.3272486,5.2299976,5.2299976,116916
5/6/2020,10272,JPMORGAN INDIAN IT.,LON,48609,GB0003450359,GBP,5.3,5.3599976,5.22,5.3299976,128645
8/6/2020,10272,JPMORGAN INDIAN IT.,LON,48609,GB0003450359,GBP,5.2799976,5.3699976,5.26,5.26,147270
